iso3,country_name,region,income_group,row_type,capital,lat,lon,member_count,population_total,pop_0_14_pct,pop_15_64_pct,pop_65plus_pct,age_dependency_ratio,lfp_rate_total,lfp_rate_15_24,lfp_rate_15_24_ilo,lfp_rate_25_54,lfp_rate_55_64,emp_to_pop_ratio_15plus,youth_employment_rate_15_24,unemployment_rate_total,unemployment_rate_15_24,labor_force_total,employed_total,employed_total_source,employed_share_of_population_pct,emp_agriculture_pct,emp_industry_pct,emp_services_pct,isco1_managers_pct,isco2_professionals_pct,isco3_technicians_pct,isco4_clerical_pct,isco5_service_sales_pct,isco6_agricultural_pct,isco7_craft_pct,isco8_operators_pct,isco9_elementary_pct,isco_unclassified_pct,isco_armed_forces_thousands,isco_groups_reported,isco_classified_share_pct,isco_classification,isco_source_employed_thousands,white_collar_pct,professional_core_pct,blue_collar_service_pct,white_collar_employed,professional_core_employed,clerical_employed,professionals_employed,young_white_collar_pct,prime_white_collar_pct,late_career_white_collar_pct,youth_age_band_used,entry_level_data_quality,young_employed_total,young_white_collar_employed,youth_cohort_share,youth_wc_gap,entry_level_squeeze_index,squeeze_components_present,gdp_per_capita_ppp,population_15_24,labor_force_advanced_edu_pct,service_exports_usd,ict_service_exports_pct,ict_service_exports_usd,ai_exposure_weighted_score,exposed_wage_bill_ppp,data_year_population,data_year_labor,data_year_sector,data_year_occupation,data_year_youth_occupation,data_year_lfp_age,data_year_context,prime_white_collar_year,late_career_white_collar_year,data_source_override,data_year_population_range,data_year_labor_range,data_year_sector_range,data_year_occupation_range,data_year_youth_occupation_range,isco_coverage_pct_of_employment,youth_isco_coverage_pct_of_employment,data_quality_flag
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,country,Philipsburg,18.03,-63.05,,43923.0,14.8054550007968,70.7146597454636,14.4798852537395,41.413393432067,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,56490.5015205836,,,1272912055.45251,0.423608463602809,5392163,,,2025,,,,,,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
SYC,Seychelles,Sub-Saharan Africa,High income,country,Victoria,-4.6309,55.4466,,122730.0,19.7660012727964,71.4886069657362,8.74539176146741,39.8823770772071,,,44.229,87.413,69.795,,,,,,196691,ILOSTAT survey total (ISCO base),160.2632,,,,11.6208,13.3224,13.0662,6.1564,24.7175,4.1024,9.1229,6.2906,11.6009,1.6694,1.511,9,98.33,ISCO-08,196.691,44.1658,24.9432,55.8343,86870,49061,12109,26204,36.7257,46.7629,36.9062,Y15-24,proxy_youth_15_24_x_isco,,,,-7.4401,,2,35854.0281615068,,86.192,1714005325.32535,0.614524305818192,10532979,0.4192,2956267423,2025,,,2025,2025,2025,,2025,2025,,,,,,,,,partial — no labor force data
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,country,Damascus,33.5146,36.3119,,25620427.0,28.4407365349675,66.720081728538,4.83918173649451,49.8799108691544,36.898,23.815,,,,31.891,15.932,13.569,33.101,6764801.0,5846885,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),22.8212,16.2968257372617,25.200954772477,58.5022194902612,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,17.1754,,,2,4905.15252202552,4400418.0,,7333041020.10109,1.91813899014712,140657919,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,country,Grand Turk,21.4602778,-71.141389,,46855.0,15.9749863940497,72.3463061178755,11.6787074880748,38.2234940114461,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,38009.5079479808,,,821023788.634874,,,,,2025,,,,,,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
TCD,Chad,Sub-Saharan Africa,Low income,country,N'Djamena,12.1048,15.0445,,21003705.0,45.961619628537,51.9194327857871,2.11894758567596,92.6061106803711,59.44,37.537,26.018,66.972,72.474,58.812,36.99,1.057,1.457,6746477.0,6675167,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),31.7809,71.7359655462114,8.50213868045393,19.7618957733346,0.2243,1.7287,1.0073,0.9318,16.8559,68.5682,6.5734,0.6255,3.485,3.3566,40.84,9,96.64,ISCO-08,3984.611,3.8921,1.953,96.108,259804,130366,62199,115394,0.3838,4.6867,4.4737,Y15-24,proxy_youth_15_24_x_isco,993079,3811,12.7821,-3.5083,23.58,4,2902.7406157583,2684724.0,61.102,,,,0.1565,3032387565,2025,2025,2025,2022,2022,2022,,2022,2022,,,,,,,,,complete
TGO,Togo,Sub-Saharan Africa,Lower middle income,country,Lome,6.1228,1.2255,,8591626.0,40.4253513828465,56.0978678541175,3.4768505984781,78.2600188932176,57.845,24.523,36.848,89.849,84.8,56.692,23.681,1.995,3.436,2960760.0,2901693,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),33.7735,37.5921529780437,18.1606112012815,44.2472358206748,0.8066,4.243,1.7018,1.2778,30.9485,39.9753,13.1927,3.456,4.3983,0.0369,11.412,9,99.96,ISCO-08,3351.547,8.0292,5.0496,91.9708,232983,146524,37078,123119,3.2676,9.4919,7.8804,Y15-24,proxy_youth_15_24_x_isco,390127,12748,19.1748,-4.7616,40.23,4,4079.36376686718,1647427.0,83.905,514115544.601735,6.92168773862945,35585473,0.2271,2688196618,2025,2025,2025,2022,2022,2022,,2022,2022,,,,,,,,,complete
THA,Thailand,East Asia & Pacific,Upper middle income,country,Bangkok,13.7308,100.521,,71619863.0,14.4141877233136,69.5683912436415,16.017421033045,43.7434423954487,66.678,39.595,38.524,88.146,68.858,66.157,37.8,0.781,4.531,40871242.0,40552038,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),56.6212,28.5567111694664,22.2373264328915,49.2059648636357,3.3124,5.655,4.7023,4.6919,21.8822,25.6707,10.4155,11.0846,12.5853,0.2595,57.993,9,99.74,ISCO-08,39463.731,18.3616,8.9674,81.6383,7446003,3636463,1902661,2293218,12.4889,22.5481,10.5751,Y15-24,proxy_youth_15_24_x_isco,3458593,431940,12.7754,-5.8727,32.93,4,26250.0723587304,9149718.0,81.116,76184550730.9504,0.611120268848779,465579231,0.2746,292310033671,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
TJK,Tajikistan,Europe & Central Asia,Lower middle income,country,Dushanbe,38.5878,68.7864,,10786734.0,35.8670954464574,60.0650743804879,4.06783017305471,66.4860952051687,38.276,19.332,21.386,52.475,39.692,35.623,16.511,6.931,14.594,2647875.0,2464351,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),22.8461,43.2727474884624,17.6553679767336,39.071884534804,3.8626,13.7397,5.8111,1.2159,13.0998,2.8269,18.8403,7.8998,32.7039,0.1338,7.345,9,99.87,ISCO-08,2256.366,24.6293,17.6023,75.3707,606952,433782,29964,338594,12.2931,24.9964,37.457,Y15-24,proxy_youth_15_24_x_isco,275170,33827,15.4503,-12.3362,46.19,4,5923.47183321348,1666584.0,64.274,168191810.0,1.77351679609132,2982910,0.2936,4285830033,2025,2025,2025,2016,2016,2016,,2016,2016,,,,,,,,,partial — ISCO data 2016 (>5yr old)
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,country,Ashgabat,37.9509,58.3794,,7618847.0,31.2185274741357,63.97368499632,4.80778752954433,56.3142778182528,42.031,26.791,,,,40.238,24.106,4.267,10.023,2202574.0,2108590,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),27.676,21.9331854636199,28.5666928924369,49.5001690684825,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,13.5795,,,2,22601.5518373128,1034603.0,,,,,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,country,Dili,-8.56667,125.567,,1418517.0,33.1150655525928,61.6556369590083,5.22929748839898,62.1911145260212,66.98,37.543,20.896,60.58,64.864,65.913,36.147,1.592,3.717,635489.0,625372,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),44.0863,46.0185778910624,3.80416619361111,50.1772559153265,0.6189,5.6927,2.4627,0.7682,16.9653,56.2422,3.9613,7.9832,5.3055,11.1747,2.824,9,88.83,ISCO-08,354.33,9.5425,6.3116,90.4575,59676,39471,4804,35601,3.6658,12.0359,9.0727,Y15-24,proxy_youth_15_24_x_isco,107175,3929,20.9019,-5.8767,41.23,4,4809.49016945191,296497.0,46.637,146892485.925646,4.4259884152896,6501444,0.1961,589813987,2025,2025,2025,2022,2022,2022,,2022,2022,,,,,,,,,partial — only 89% of employment classified by occupation
TON,Tonga,East Asia & Pacific,Upper middle income,country,Nuku'alofa,-21.136,-175.216,,103742.0,34.9198010448998,58.2295502303792,6.85064872472094,71.7338763077738,49.808,25.626,25.759,68.471,62.89,48.808,24.081,2.008,6.029,33628.0,32953,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),31.7644,23.6093830607228,23.3393014293084,53.0482808848967,5.7457,15.9065,8.48,5.4138,12.9377,21.4025,19.9135,3.3433,6.8571,0.0332,0.253,9,99.97,ISCO-08,32.842,35.546,21.6522,64.4541,11713,7135,1784,5242,27.2329,39.0736,34.6059,Y15-24,proxy_youth_15_24_x_isco,5528,1505,22.128,-8.3131,55.81,4,8674.68048447494,22956.0,80.398,93601183.0129983,0.121257840648993,113499,0.3481,99506733,2025,2025,2025,2023,2023,2023,,2023,2023,,,,,,,,,complete
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,country,Port-of-Spain,10.6596,-61.4789,,1367764.0,17.4922823932687,69.5822400746449,12.9254775320864,43.7148071756324,57.75,36.378,36.622,82.192,47.737,55.828,33.389,3.329,8.216,651715.0,630019,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),46.062,4.49480655681181,24.180757682417,71.3244357607712,11.0937,5.9853,14.3483,10.3136,15.2023,3.1133,13.6849,6.4181,19.8404,0.4678,3.687,9,99.53,ISCO-88,559.118,41.7409,17.079,58.259,262976,107601,64978,37709,34.7048,43.2558,37.158,Y15-24,proxy_youth_15_24_x_isco,64727,22463,14.1733,-7.0361,51.97,4,37121.2050020847,193857.0,69.977,1274155996.3908,3.3036307051614,42093409,0.3911,9146680908,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,partial — ISCO-88 fallback (no ISCO-08 series published)
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,country,Tunis,36.7899,10.21,,12348573.0,23.5608681262199,66.5014815881965,9.9376502855836,50.3725896202428,45.219,23.303,23.27,64.062,34.914,38.388,14.43,15.108,38.075,4268286.0,3623433,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),29.3429,12.4585272316917,33.2794438026396,54.2620289656687,4.1031,9.9996,5.4587,4.2819,17.3744,6.8915,15.571,13.769,22.5507,0.0,,9,100.0,ISCO-08,5440.683,23.8433,14.1027,76.1566,863946,511002,155152,362329,9.4835,25.4805,22.6655,Y15-24,proxy_youth_15_24_x_isco,259793,24637,14.5795,-14.3598,49.86,4,15233.4885842318,1800366.0,78.952,11236883747.1209,4.60032264285868,516932907,0.3043,16796606931,2025,2025,2025,2021,2021,2023,,2021,2021,,,,,,,,,complete
TUR,Turkiye,Europe & Central Asia,Upper middle income,country,Ankara,39.7153,32.3606,,85878556.0,21.0229035096437,68.4061556592084,10.5709408311479,46.1856736686322,54.379,47.321,47.609,68.789,40.389,49.746,39.73,8.52,16.042,36882225.0,33739859,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),39.2879,14.2199829949572,27.290562456696,58.4894545483468,5.6527,13.0888,7.2128,7.1799,19.4119,10.8655,13.0176,9.3765,14.1945,0.0,,9,100.0,ISCO-08,32566.338,33.1342,18.7415,66.866,11179432,6323356,2422488,4416143,20.4537,38.4003,21.0982,Y15-24,proxy_youth_15_24_x_isco,5534477,1132005,16.2208,-12.6805,54.49,4,45288.4750285273,13930222.0,77.519,117189000000.0,4.55332838406335,5336000000,0.3585,547797594101,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
TUV,Tuvalu,East Asia & Pacific,Upper middle income,country,Funafuti,-8.6314877,179.089567,,9492.0,33.0225453013064,59.9346818373367,7.04277286135693,66.8483037440675,,,29.695,60.837,27.016,,,,,,2946,ILOSTAT survey total (ISCO base),31.0367,,,,17.8547,17.5492,10.7604,10.1833,12.3557,4.1752,11.0319,3.3265,12.7631,0.1694,,9,99.83,ISCO-08,2.946,56.3476,35.4039,43.6524,1660,1043,300,517,48.4778,58.2238,52.9412,Y15-24,proxy_youth_15_24_x_isco,,,,-7.8698,,2,6759.27941373717,,80.912,10222111.8175722,1.42887779744047,146061,0.4588,9136010,2025,,,2022,2022,2022,,2022,2022,,,,,,,,,partial — no labor force data
TWN,"Taiwan, China",East Asia & Pacific,Unclassified,country,,25.03,121.57,,,,,,,,,36.536,86.172,48.093,,,,,,11503000,ILOSTAT survey total (ISCO base),,,,,3.2513,12.6489,17.9345,11.3536,19.8818,4.3119,,30.6181,,0.0087,,7,99.99,ISCO-88,11503.0,45.1883,15.9002,54.8118,5198010,1829000,1306005,1455003,,,,,proxy_unavailable,,,,,,0,,,,,,,0.4423,,,,,2020,,2020,,,,,,,,,,,,partial — ISCO-88 fallback (no ISCO-08 series published); no population data; no labor force data; no youth x ISCO cross-tab
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,country,Dodoma,-6.17486,35.7382,,70545865.0,42.3404922457184,54.6177440733061,3.04176368097549,83.0906817860939,83.716,70.743,73.1,93.87,90.36,82.4,69.059,1.572,2.381,34052654.0,33517346,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.5114,64.571791454879,8.10354547232463,27.3246630727964,0.4495,1.6219,1.8348,0.4409,5.757,51.5969,7.2877,2.7757,28.2356,-0.0,8.596,9,100.0,ISCO-08,31026.298,4.3471,2.0714,95.6529,1457033,694278,147778,543618,1.2518,6.0603,3.643,Y15-24,proxy_youth_15_24_x_isco,6801981,85147,13.9619,-3.0953,27.36,4,4470.9541015625,9849521.0,93.099,6846773015.80463,1.00350897434552,68707982,0.1402,21009603083,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
UGA,Uganda,Sub-Saharan Africa,Low income,country,Kampala,0.314269,32.5729,,51384894.0,43.1111622026505,54.6603355842283,2.22850221312123,82.9480166289537,80.028,69.774,69.881,87.645,85.167,77.831,66.855,2.746,4.183,23393999.0,22751600,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),44.2768,64.8536445563912,7.29617599107653,27.8501794525323,0.5885,2.8354,1.7586,0.3789,15.1915,60.5766,6.9865,3.7824,7.9017,-0.0,48.844,9,100.0,ISCO-08,17920.735,5.5614,3.4239,94.4387,1265307,778992,86206,645099,1.384,8.0094,4.9594,Y15-24,proxy_youth_15_24_x_isco,5511691,76282,16.0441,-4.1774,35.74,4,3487.69797525182,8244246.0,87.245,2562818455.20611,1.89162479943852,48478909,0.1656,13140477452,2025,2025,2025,2021,2021,2021,,2021,2021,,,,,,,,,complete
UKR,Ukraine,Europe & Central Asia,Upper middle income,country,Kiev,50.4536,30.5038,,38980376.0,13.6943867127605,67.3338750332491,18.9717382539904,48.5136547806343,54.639,30.658,30.639,82.704,75.421,49.266,24.788,9.834,19.145,20538715.0,18518938,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.5084,14.116201474496,25.2186445501264,60.6651539753775,8.0673,18.0094,11.8063,3.1371,16.3965,1.4504,12.2069,11.264,17.662,-0.0,,9,100.0,ISCO-88,15693.37,41.0201,26.0767,58.9798,7596487,4829128,580958,3335150,34.0199,43.7072,35.8087,Y15-24,proxy_youth_15_24_x_isco,1200434,408386,12.4237,-7.0002,58.91,4,18904.98046875,4842803.0,66.506,17311000000.0,38.183813760037,6610000000,0.3886,136048922639,2025,2021,2021,2021,2021,2021,,2021,2021,,,,,,,,,partial — ISCO-88 fallback (no ISCO-08 series published)
URY,Uruguay,Latin America & Caribbean,High income,country,Montevideo,-34.8941,-56.0675,,3384688.0,17.8970557995301,65.8210446575874,16.2818995428825,51.9270485228497,64.99,46.845,47.105,90.244,67.308,60.105,35.064,7.516,25.149,1806025.0,1670284,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),49.3482,8.07077350824949,18.7777422549192,73.1514842368313,2.8476,14.5115,8.6596,10.0566,21.8134,4.4819,12.9924,7.4953,17.1417,0.0005,11.179,9,100.0,ISCO-08,1754.034,36.0753,17.3591,63.9247,602560,289946,167974,242383,25.5898,38.8209,33.5944,Y15-24,proxy_youth_15_24_x_isco,182087,46596,15.3426,-10.4855,60.87,4,38314.8861221656,519298.0,81.471,7386117353.56457,20.3450100114314,1502706315,0.3899,24952329414,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
USA,United States,North America,High income,country,Washington D.C.,38.8895,-77.032,,341784857.0,17.0990415161586,64.5137336553454,18.387224828496,55.0057553311598,61.704,50.83,55.587,83.559,66.625,59.114,46.082,4.198,9.34,174833917.0,167494389,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),49.0058,1.52494439217106,18.9122762686396,79.5627787515985,11.6979,23.001,17.7732,8.2726,14.7149,0.3987,8.1486,5.6138,10.3794,-0.0,,9,100.0,ISCO-08,163492.862,60.7447,34.6989,39.2554,101743964,58118711,13856141,38525384,37.1995,64.1707,63.4621,Y15-24,proxy_youth_15_24_x_isco,20804879,7739311,13.2093,-23.5452,43.08,4,90026.5163005744,45147517.0,70.984,1232402000000.0,8.29810402774419,102266000000,0.4925,7426376148220,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,country,Tashkent,41.3052,69.269,,37053428.0,31.2904692650839,62.6402164463704,6.06931428854572,59.6418459559503,57.499,37.453,34.991,73.989,30.038,54.841,33.19,4.622,11.381,14638807.0,13962201,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),37.6813,25.1978529929594,24.6114383374347,50.1906943451481,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,15.9168,,,2,13601.2917473678,5897703.0,72.687,9274060899.25362,9.93631868028465,921500246,,,2025,2025,2025,,,2020,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,country,Kingstown,13.2035,-61.2653,,99924.0,20.8712577996387,66.8784932624131,12.2502489379482,49.5241515532412,67.9,51.608,,,,55.676,29.96,18.003,41.947,53688.0,44023,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),44.0565,9.07480180814574,21.1321354746383,69.7907911773391,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,20.1573,,,2,22799.4005332261,20142.0,,381784119.62963,0.789634050345514,3014697,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
VEN,"Venezuela, RB",Latin America & Caribbean,Lower middle income,country,Caracas,9.08165,-69.8371,,28516896.0,24.9159954154898,65.0657490913457,10.0182554931645,53.6906919485552,51.927,30.611,37.188,76.766,55.279,49.171,27.414,5.307,10.444,11118416.0,10528362,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),36.9197,8.87472626253569,16.7519824595264,74.3732817797608,4.1955,15.1462,,6.9847,37.2184,7.3063,20.2204,8.9286,,-0.0,112.908,7,100.0,ISCO-08,12835.16,26.3264,19.3417,73.6737,2771739,2036364,735375,1594647,17.0439,30.1064,22.1575,Y15-24,proxy_youth_15_24_x_isco,1502263,256044,19.2164,-9.2825,53.83,4,21282.6399697602,5479911.0,74.138,1285000000.0,4.98054474708171,64000000,0.371,83130466367,2025,2025,2025,2013,2017,2020,,2017,2017,,,,,,,,,partial — ISCO data 2013 (>5yr old); only 7/9 ISCO groups reported by source
VGB,British Virgin Islands,Latin America & Caribbean,High income,country,Road Town,18.431389,-64.623056,,39732.0,14.083106815665,75.8091714487063,10.1077217356287,31.9123505976096,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,,,,,,,,,2025,,,,,,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,country,Charlotte Amalie,18.3358,-64.8963,,103792.0,16.4579829685578,60.4182389750233,23.1237780564189,65.5137221132533,54.356,32.494,,,,48.136,24.632,11.443,24.196,47132.0,41739,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),40.2141,1.58711393527412,16.553864341658,81.8619772425004,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,1,49785.1412220186,,,,,,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
VNM,Viet Nam,East Asia & Pacific,Upper middle income,country,Hanoi,21.0069,105.825,,101598527.0,22.8560173908821,67.6494468271179,9.49453578200007,47.8208691230641,72.778,41.048,41.067,92.169,71.878,71.67,38.518,1.523,6.165,57041323.0,56172584,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),55.2888,25.0433926775449,34.8260889132074,40.1305077279733,0.8799,7.2233,2.9582,2.4197,19.3369,15.2812,13.4527,14.2897,24.1583,2.7776,308.609,9,97.22,ISCO-08,53436.105,13.4811,8.1032,86.5188,7572682,4551777,1359208,4057514,8.9383,16.6136,5.2316,Y15-24,proxy_youth_15_24_x_isco,6524877,583213,16.6733,-4.5428,45.57,4,18088.491587163,16939813.0,87.764,25020000000.0,,,0.2491,253104858696,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
VUT,Vanuatu,East Asia & Pacific,Lower middle income,country,Port-Vila,-17.7404,168.321,,335169.0,37.9617446720908,57.6594195763928,4.3788357515164,73.4322689475672,58.111,37.023,46.553,80.134,79.345,55.163,32.823,5.073,11.343,120833.0,114703,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),34.2224,44.5275583686422,10.0451605028683,45.4272811284895,2.2522,6.9595,2.8363,1.1199,14.9078,47.6116,8.7152,3.0936,12.5039,0.0516,0.386,9,99.95,ISCO-08,145.011,13.1679,9.2117,86.8321,15104,10566,1285,7983,6.1887,15.6492,14.1609,Y15-24,proxy_youth_15_24_x_isco,18079,1119,16.4338,-6.9792,46.23,4,4525.23645747645,55081.0,79.062,78474764.6222309,8.2179112571746,6448987,0.2121,110092244,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
WSM,Samoa,East Asia & Pacific,Upper middle income,country,Apia,-13.8314,-171.752,,219306.0,38.0611153796171,55.8699810539131,6.06890356646976,78.9865008243148,42.534,28.195,29.197,57.407,39.577,40.409,24.536,4.996,12.977,57776.0,54890,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),25.029,26.8773911459282,15.9409728548005,57.1816359992713,4.5204,12.0264,6.1579,3.911,17.1484,28.1884,12.6718,5.7599,9.6158,1.1612,,9,98.84,ISCO-08,52.518,26.6157,16.5468,73.3843,14609,9083,2147,6601,17.876,29.1313,22.4189,Y15-24,proxy_youth_15_24_x_isco,10760,1923,19.9972,-8.7397,58.55,4,9318.95775945515,43855.0,69.242,328000429.228831,8.19030529102595,26864237,0.304,155501348,2025,2025,2025,2022,2022,2022,,2022,2022,,,,,,,,,complete
XKX,Kosovo,Europe & Central Asia,Upper middle income,country,Pristina,42.565,20.926,,1576876.0,19.9864406779661,69.5035914283581,10.5099678936758,43.8774253297262,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,19263.3268800963,,72.782,4907533087.24038,9.1869479307263,450852509,,,2025,,,,,,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,country,Sana'a,15.352,44.2075,,41773878.0,41.0204008473956,56.4342536792281,2.54534547337627,77.1973485559311,33.103,23.201,,,,27.369,15.638,17.322,32.598,8155939.0,6743167,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),16.1421,31.6169333772096,11.1283465735793,57.254720049211,1.6426,7.2967,3.4927,6.6936,22.9548,28.2583,11.9177,9.6156,8.128,0.6342,,9,99.37,ISCO-88,4170.125,19.1256,8.9393,80.8744,1289671,602792,451361,492029,8.6811,24.1522,11.0496,Y15-24,proxy_youth_15_24_x_isco,937606,81395,14.3527,-10.4445,49.07,4,3164.32154223615,5995687.0,85.358,465632580.24,25.363345481351,118100000,0.2865,6113207674,2025,2025,2025,2014,2014,,,2014,2014,,,,,,,,,partial — ISCO-88 fallback (no ISCO-08 series published)
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,country,Pretoria,-25.746,28.1871,,64747319.0,25.7233845796504,67.3915844500713,6.88503097027824,48.3864805816276,55.584,26.828,26.758,76.137,44.276,37.58,10.75,32.391,59.93,26731522.0,18072915,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),27.913,5.40709733328508,20.7596838129246,73.833224386876,8.7903,6.0482,9.4065,10.7991,16.0058,0.5189,10.6614,8.4578,29.312,0.9079,23.613,9,99.09,ISCO-88,16948.524,35.0441,14.8385,64.9559,6333490,2681749,1951712,1093086,29.0428,34.4923,41.0478,Y15-24,proxy_youth_15_24_x_isco,1074831,312161,15.4422,-6.0013,71.83,4,15905.6794419658,9998431.0,80.841,18050849008.9515,9.4529615670013,1706339819,0.3636,104521180499,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,partial — ISCO-88 fallback (no ISCO-08 series published)
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,country,Lusaka,-15.3982,28.2937,,21913874.0,40.9710213721225,57.0289283401009,2.00005028777659,75.3495969672683,61.933,36.893,38.85,79.836,76.147,58.268,33.03,5.918,10.47,8011366.0,7537253,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),34.3949,54.5286060377699,10.2798379243275,35.1915560379026,0.5504,4.3528,2.2005,1.1368,17.0674,56.2658,5.3001,3.4946,9.6315,-0.0,25.853,9,100.0,ISCO-08,7130.395,8.2405,4.9032,91.7594,621107,369567,85683,328082,1.5257,10.7423,7.1787,Y15-24,proxy_youth_15_24_x_isco,1013375,15461,14.0005,-6.7148,32.99,4,4379.26131013191,3068044.0,85.019,1379861354.00094,1.81427980260639,25034546,0.1873,6182323564,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,country,Harare,-17.8312,31.0672,,16950795.0,40.2835855191453,56.154938455689,3.56147602516578,78.0787184480585,67.718,48.165,43.499,77.232,70.351,61.424,40.676,9.293,15.548,6854692.0,6217685,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),36.6808,54.3115427595032,11.5275768253149,34.1608804151819,2.1885,6.3484,1.9726,0.9948,16.3884,42.5788,7.3756,4.2166,17.9363,1.0572,6.667,9,98.94,ISCO-08,4923.659,11.5043,8.5369,88.4957,715301,530798,61854,394724,2.3654,14.4319,14.7285,Y15-24,proxy_youth_15_24_x_isco,1356022,32075,19.667,-9.1389,49.1,4,6470.41613223905,3333716.0,67.251,457117671.065155,3.26611744525448,14930000,0.2088,8400234748,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
